"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.account.AccountConfig.r";"com.axelor.apps.account.db.AccountConfig";"x";;;;;;;"Account Read"
"perm.account.AccountManagement.r";"com.axelor.apps.account.db.AccountManagement";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.PaymentMode.r";"com.axelor.apps.account.db.PaymentMode";"x";;;;;;;"Account Read"
"perm.account.JournalType.r";"com.axelor.apps.account.db.JournalType";"x";;;;;;;"Account Read"
"perm.account.MoveTemplateType.r";"com.axelor.apps.account.db.MoveTemplateType";"x";;;;;;;"Account Read"
"perm.account.AnalyticJournal.r";"com.axelor.apps.account.db.AnalyticJournal";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.PaymentVoucher.r";"com.axelor.apps.account.db.PaymentVoucher";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.Reimbursement.r";"com.axelor.apps.account.db.Reimbursement";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.Irrecoverable.r";"com.axelor.apps.account.db.Irrecoverable";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.DebtRecoveryConfigLine.r";"com.axelor.apps.account.db.DebtRecoveryConfigLine";"x";;;;;;;"Account Read"
"perm.account.AnalyticJournalType.r";"com.axelor.apps.account.db.AnalyticJournalType";"x";;;;;;;"Account Read"
"perm.account.InterbankCodeLine.r";"com.axelor.apps.account.db.InterbankCodeLine";"x";;;;;;;"Account Read"
"perm.account.NotificationItem.r";"com.axelor.apps.account.db.NotificationItem";"x";;;;;;;"Account Read"
"perm.account.AnalyticAccount.r";"com.axelor.apps.account.db.AnalyticAccount";"x";;;;;;;"Account Read"
"perm.account.PayVoucherDueElement.r";"com.axelor.apps.account.db.PayVoucherDueElement";"x";;;;;;;"Account Read"
"perm.account.FiscalPosition.r";"com.axelor.apps.account.db.FiscalPosition";"x";;;;;;;"Account Read"
"perm.account.ManagementObject.r";"com.axelor.apps.account.db.ManagementObject";"x";;;;;;;"Account Read"
"perm.account.Account.r";"com.axelor.apps.account.db.Account";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.PaymentCondition.r";"com.axelor.apps.account.db.PaymentCondition";"x";;;;;;;"Account Read"
"perm.account.PaymentScheduleLine.r";"com.axelor.apps.account.db.PaymentScheduleLine";"x";;;;;;;"Account Read"
"perm.account.MoveTemplateLine.r";"com.axelor.apps.account.db.MoveTemplateLine";"x";;;;;;;"Account Read"
"perm.account.DepositSlip.r";"com.axelor.apps.account.db.DepositSlip";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.PayVoucherElementToPay.r";"com.axelor.apps.account.db.PayVoucherElementToPay";"x";;;;;;;"Account Read"
"perm.account.Tax.r";"com.axelor.apps.account.db.Tax";"x";;;;;;;"Account Read"
"perm.account.TaxLine.r";"com.axelor.apps.account.db.TaxLine";"x";;;;;;;"Account Read"
"perm.account.IrrecoverableReportLine.r";"com.axelor.apps.account.db.IrrecoverableReportLine";"x";;;;;;;"Account Read"
"perm.account.AnalyticDistributionLine.r";"com.axelor.apps.account.db.AnalyticDistributionLine";"x";;;;;;;"Account Read"
"perm.account.TaxEquiv.r";"com.axelor.apps.account.db.TaxEquiv";"x";;;;;;;"Account Read"
"perm.account.MoveTemplate.r";"com.axelor.apps.account.db.MoveTemplate";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.DebtRecovery.r";"com.axelor.apps.account.db.DebtRecovery";"x";;;;;;;"Account Read"
"perm.account.DebtRecoveryHistory.r";"com.axelor.apps.account.db.DebtRecoveryHistory";"x";;;;;;;"Account Read"
"perm.account.AccountingReport.r";"com.axelor.apps.account.db.AccountingReport";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.IrrecoverableCustomerLine.r";"com.axelor.apps.account.db.IrrecoverableCustomerLine";"x";;;;;;;"Account Read"
"perm.account.AnalyticAxis.r";"com.axelor.apps.account.db.AnalyticAxis";"x";;;;;;;"Account Read"
"perm.account.CfonbConfig.r";"com.axelor.apps.account.db.CfonbConfig";"x";;;;;;;"Account Read"
"perm.account.DebtRecoveryMethodLine.r";"com.axelor.apps.account.db.DebtRecoveryMethodLine";"x";;;;;;;"Account Read"
"perm.account.AccountEquiv.r";"com.axelor.apps.account.db.AccountEquiv";"x";;;;;;;"Account Read"
"perm.account.PaymentSchedule.r";"com.axelor.apps.account.db.PaymentSchedule";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.AccountingSituation.r";"com.axelor.apps.account.db.AccountingSituation";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.AccountingBatch.r";"com.axelor.apps.account.db.AccountingBatch";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.Notification.r";"com.axelor.apps.account.db.Notification";"x";;;;;;;"Account Read"
"perm.account.AnalyticDistributionTemplate.r";"com.axelor.apps.account.db.AnalyticDistributionTemplate";"x";;;;;;;"Account Read"
"perm.account.SubrogationRelease.r";"com.axelor.apps.account.db.SubrogationRelease";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.Move.r";"com.axelor.apps.account.db.Move";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.DebtRecoveryMethod.r";"com.axelor.apps.account.db.DebtRecoveryMethod";"x";;;;;;;"Account Read"
"perm.account.AnalyticMoveLine.r";"com.axelor.apps.account.db.AnalyticMoveLine";"x";;;;;;;"Account Read"
"perm.account.Journal.r";"com.axelor.apps.account.db.Journal";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.AccountType.r";"com.axelor.apps.account.db.AccountType";"x";;;;;;;"Account Read"
"perm.account.ChequeRejection.r";"com.axelor.apps.account.db.ChequeRejection";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.PayerQualityConfigLine.r";"com.axelor.apps.account.db.PayerQualityConfigLine";"x";;;;;;;"Account Read"
"perm.account.InterbankCode.r";"com.axelor.apps.account.db.InterbankCode";"x";;;;;;;"Account Read"
"perm.account.IrrecoverablePaymentScheduleLineLine.r";"com.axelor.apps.account.db.IrrecoverablePaymentScheduleLineLine";"x";;;;;;;"Account Read"
"perm.account.Reconcile.r";"com.axelor.apps.account.db.Reconcile";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.AccountChart.r";"com.axelor.apps.account.db.AccountChart";"x";;;;;;;"Account Read"
"perm.account.Umr.r";"com.axelor.apps.account.db.Umr";"x";;;;;;;"Account Read"
"perm.account.AccountClearance.r";"com.axelor.apps.account.db.AccountClearance";"x";;;;;"self.company.id in (?)";"__user__.companySet.id.plus(0)";"Account Read"
"perm.account.MoveLine.r";"com.axelor.apps.account.db.MoveLine";"x";;;;;;;"Account Read"
"perm.account.FECImport.r";"com.axelor.apps.account.db.FECImport";"x";;;;;;;"Account Read"
"perm.account.AccountingReportConfigLine.r";"com.axelor.apps.account.db.AccountingReportConfigLine";"x";;;;;;;"Account Read"
"perm.account.AccountingReportType.r";"com.axelor.apps.account.db.AccountingReportType";"x";;;;;;;"Account Read"
"perm.account.FixedAsset.r";"com.axelor.apps.account.db.FixedAsset";"x";;;;;;;"Account Read"
"perm.account.FixedAssetCategory.r";"com.axelor.apps.account.db.FixedAssetCategory";"x";;;;;;;"Account Read"
"perm.account.FixedAssetLine.r";"com.axelor.apps.account.db.FixedAssetLine";"x";;;;;;;"Account Read"
"perm.account.FixedAssetType.r";"com.axelor.apps.account.db.FixedAssetType";"x";;;;;;;"Account Read"
"perm.account.ReconcileGroup.r";"com.axelor.apps.account.db.ReconcileGroup";"x";;;;;;;"Account Read"
