key,message,comment,context
Invoices,Factures,,"resources/views/Invoice.xml:157
resources/views/Invoice.xml:237
resources/views/Invoice.xml:211
resources/views/Invoice.xml:8
resources/views/IrrecoverableInvoiceLine.xml:5
resources/views/Partner.xml:167
resources/views/AccountConfig.xml:14
resources/views/menu.xml:773
resources/views/AccountConfig.xml:127"
Invoices to pay,Factures à payer,,"resources/views/PaymentInvoice.xml:14
resources/views/PaymentInvoice.xml:5"
Invoices(DD),Factures (Prélèv.),,resources/views/Selects.xml:112
Invoices/Refunds,Factures/Avoirs,,"resources/views/menu.xml:682
resources/views/menu.xml:677
resources/views/menu.xml:679"
Invoicing,Facturation,,"resources/views/AccountConfig.xml:121
resources/views/Selects.xml:122"
Invoicing informations,Informations Facturation,,"resources/views/Invoice.xml:48
resources/views/Invoice.xml:182"
Invoicing/Payment,Facturation/Paiement,,resources/views/Partner.xml:92
Irrecoverable,Irrécouvrable,,"resources/views/Irrecoverable.xml:14
resources/views/Invoice.xml:83
resources/views/MoveLine.xml:99
resources/views/MoveLine.xml:53
resources/views/PaymentSchedule.xml:45"
Irrecoverable Execution,Lancer processus Irrécouvrable,,resources/views/Irrecoverable.xml:34
Irrecoverable report,Reporting Irrécouvrables,,resources/views/Irrecoverable.xml:24
Irrecoverables,Irrécouvrables,,resources/views/Irrecoverable.xml:5
Journal,Journal,,"resources/views/Journal.xml:5
resources/domains/MoveTemplate.xml:13
resources/views/Journal.xml:16
resources/views/Selects.xml:63
resources/views/MoveTemplate.xml:48"
Journal Type,Types de journal,,"resources/views/JournalType.xml:9
resources/views/JournalType.xml:5"
Journal types,Types de journaux,,"resources/views/menu.xml:422
resources/views/menu.xml:419"
Journals,Journaux,,"resources/views/AccountConfig.xml:25
resources/views/menu.xml:413
resources/views/menu.xml:410"
Key,Clé,,resources/views/BankDetails.xml:28
Label,Libellé,,resources/domains/MoveTemplateLine.xml:10
Start,Lancer,,"resources/views/AccountingBatch.xml:74
resources/views/AccountingBatch.xml:73"
Les gestions de compte comptable,Les gestions de compte comptable,,resources/views/AccountManagement.xml:65
Move Lines template,Lignes d'écritures modèles,,resources/domains/MoveTemplate.xml:15
Links,Liens,,resources/views/AccountClearance.xml:33
Load invoice and display other invoices to pay,Charger facture et afficher les autres factures à payer,,resources/views/PaymentVoucher.xml:64
Load selected lines,Charger les lignes sélectionnées,,resources/views/PaymentVoucher.xml:69
Management,Gestion,,resources/views/ManagementObject.xml:9
Managements,Gestions,,resources/views/ManagementObject.xml:5
Misc. Moves,O.D.,,resources/views/Move.xml:164
Move Line Amount,Montant Ecriture,,"resources/views/MoveTemplate.xml:53
resources/views/MoveTemplate.xml:59"
Month,Mois,,"resources/views/charts.xml:359
resources/views/charts.xml:571
resources/views/charts.xml:639
resources/views/charts.xml:171
resources/views/charts.xml:536
resources/views/charts.xml:110
resources/views/charts.xml:331
resources/views/charts.xml:281
resources/views/charts.xml:608"
Move Lines,Lignes d'écritures,,"resources/views/menu.xml:140
resources/views/menu.xml:143"
Move Lines Export Config,Config. Export Ecritures,,resources/views/AccountingBatch.xml:55
Move export,Export Ecritures,,resources/views/Selects.xml:134
Move filters,Filtres écritures,,resources/views/Move.xml:148
Move header,En tête,,resources/views/Move.xml:27
Move line,Ligne d'écriture,,"resources/views/MoveLine.xml:29
resources/views/Move.xml:51
resources/views/MoveLine.xml:76"
Move line filters,Filtres Move Lines,,resources/views/MoveLine.xml:155
Move lines,Lignes d'écriture,,"resources/views/AccountingSituation.xml:57
resources/views/Move.xml:41
resources/views/MoveLine.xml:6
resources/views/MoveLine.xml:17"
Move lines generated,Lignes d'écriture générées,,resources/views/AccountClearance.xml:34
Move template,Modèle d'Ecriture,,"resources/views/MoveTemplate.xml:14
resources/views/MoveTemplate.xml:5
resources/domains/MoveTemplateLine.xml:9"
Move template line,Ligne Modèle d'Ecriture,,"resources/views/MoveTemplate.xml:32
resources/views/MoveTemplate.xml:25
resources/views/MoveTemplateLine.xml:6
resources/views/MoveTemplateLine.xml:15"
Move template lines,Lignes Modèles d'Ecriture,,"resources/views/menu.xml:829
resources/views/menu.xml:832"
Move template type,Type de Modèle d'Ecriture,,"resources/views/MoveTemplateType.xml:11
resources/views/MoveTemplateType.xml:6"
Move template types,Types de Modèle d'Ecriture,,"resources/views/menu.xml:840
resources/views/menu.xml:837"
Move templates,Modèles d'Ecriture,,"resources/views/menu.xml:823
resources/views/menu.xml:820"
Moves,Ecritures,,"resources/views/menu.xml:130
resources/views/menu.xml:133
resources/views/menu.xml:127"
Moves from invoices/refunds,Ecritures associées factures/avoirs,,resources/views/Move.xml:158
Moves from payment,Ecritures de paiement,,resources/views/Move.xml:161
Moves to export,Ecritures à Exporter,,resources/views/Move.xml:155
Moves validated successfully,Ecritures validées avec succès.,,java/com/axelor/apps/account/db/IMove.java:24
N days + end of month,n jours + Fin de mois,,resources/views/Selects.xml:176
N days + end of month at,n jours + Fin de mois le,,resources/views/Selects.xml:177
Name,Intitulé,,"resources/domains/MoveTemplate.xml:9
resources/domains/MoveTemplateType.xml:9
resources/views/Partner.xml:38"
Net,Net,,resources/views/Selects.xml:174
New cust. invoice,Nouv. Facture Client,,"resources/views/menu.xml:12
resources/views/menu.xml:15"
New sup. invoice,Nouv. Facture Fourn.,,"resources/views/menu.xml:24
resources/views/menu.xml:27"
No of Units,Nbr d'unités,,resources/views/charts.xml:172
Notes,Remarques,,"resources/views/InvoiceLine.xml:39
resources/views/Partner.xml:89
resources/views/Invoice.xml:122"
Number Of Supplier Invoices Per Month,Nbr of Supplier invoices per month,,"resources/views/portal.xml:117
resources/views/charts.xml:336"
Number Of Units On Supplier Invoices On Last 12 Month,Qtés produits achetés (facturés) sur 12 mois,,"resources/views/portal.xml:109
resources/views/charts.xml:237"
Old Schedules,Anciens Echéanciers,,resources/views/PaymentSchedule.xml:99
Ongoing Schedules,Echéanciers en cours,,resources/views/PaymentSchedule.xml:96
Open cashier,Ouvrir caisse,,resources/views/CashRegisterLine.xml:36
Options,Options,,resources/views/InvoiceBatch.xml:26
Other,Autre,,resources/views/Selects.xml:189
Others,Autres,,"resources/views/MoveLine.xml:113
resources/views/Move.xml:97
resources/views/Move.xml:77
resources/views/MoveLine.xml:67"
Out,Emis,,resources/views/Selects.xml:202
Overpayments clearances,Apurements de trop-perçu,,"resources/views/menu.xml:241
resources/views/menu.xml:238"
Owner,Titulaire,,resources/views/BankDetails.xml:14
Partner,Tiers,,resources/views/Partner.xml:9
Partner Details,Détails du tiers,,resources/views/Partner.xml:55
Partner information,Information Tiers,,resources/views/ReminderHistory.xml:29
Partner to credit,Tiers à créditer,,resources/domains/MoveTemplateLine.xml:16
Partner to debit,Tiers à débiter,,resources/domains/MoveTemplateLine.xml:15
Payable,Fournisseur,,resources/views/Selects.xml:29
Paybox,Paybox,,"resources/views/AccountConfig.xml:107
resources/views/menu.xml:516
resources/views/Paybox.xml:6
resources/views/Paybox.xml:10
resources/views/PaymentVoucher.xml:72
resources/views/menu.xml:519
resources/views/PaymentVoucher.xml:80"
Paybox configuration,Config. Paybox,,resources/views/PayboxConfig.xml:12
Paybox configurations,Configs. Paybox,,resources/views/PayboxConfig.xml:6
Payer,Payeur,,resources/views/PaymentVoucher.xml:50
Payer quality configuration line,Ligne de configuration de la qualité payeur,,resources/views/PayerQualityConfigLine.xml:10
Payer quality configuration lines,Lignes de configuration de la qualité payeur,,resources/views/PayerQualityConfigLine.xml:5
Payment,Paiement,,"resources/views/menu.xml:504
resources/views/Invoice.xml:106
resources/views/Selects.xml:95"
Payment Condition,Conditions de paiement,,"resources/views/charts.xml:710
resources/views/PaymentCondition.xml:12
resources/views/PaymentCondition.xml:5"
Payment Mode,Modes de paiement,,"resources/views/charts.xml:389
resources/views/charts.xml:461
resources/views/PaymentMode.xml:12
resources/views/charts.xml:432
resources/views/PaymentMode.xml:6"
Payment Rejected,Paiement rejeté,,resources/views/ChequeRejection.xml:27
Payment Schedule,Echéanciers,,"resources/views/menu.xml:104
resources/views/menu.xml:97
resources/views/menu.xml:101"
Payment Schedule Entries,Lignes Ecritures liées aux Echéanciers,,resources/views/MoveLine.xml:162
Payment Schedules Lines,Lignes d'Echéanciers,,resources/views/PaymentScheduleLine.xml:71
Payment Smoothings Lines,Lignes de Lissage,,resources/views/PaymentScheduleLine.xml:74
Payment collection journal,Journal des encaissements,,resources/views/Selects.xml:57
Payment conditions,Conditions de paiement,,"resources/views/menu.xml:528
resources/views/menu.xml:525"
Payment differences,Différences paiement,,"resources/views/AccountConfig.xml:48
resources/views/Selects.xml:64"
Payment mode,Mode de paiement,,resources/views/AccountManagement.xml:33
Payment modes,Modes de paiements,,"resources/views/menu.xml:510
resources/views/menu.xml:507"
Payment schedue line,Ligne d'échéancier,,resources/views/IrrecoverablePaymentScheduleLineLine.xml:11
Payment schedule,Échéancier,,"resources/views/Invoice.xml:107
resources/views/PaymentSchedule.xml:21
resources/views/PaymentSchedule.xml:6"
Payment schedule filters,Filtres Echéanciers Paiement,,resources/views/PaymentSchedule.xml:95
Payment schedule line,Ligne d'échéanciers de paiement,,"resources/views/menu.xml:115
resources/views/menu.xml:112"
Payment schedule line filters,Filtres Lignes d'échéancier,,resources/views/PaymentScheduleLine.xml:70
Payment schedule lines,Les lignes d'échéanciers,,resources/views/IrrecoverablePaymentScheduleLineLine.xml:6
Payment smoothing(DD),Lissage Paiement (Prélèv.),,resources/views/Selects.xml:111
Payment voucher,Saisie paiement,,"resources/views/ChequeRejection.xml:29
resources/views/PaymentVoucher.xml:23"
Payment voucher filters,Filtres Saisie Paiement,,resources/views/PaymentVoucher.xml:218
Payment voucher invoices to pay,Paiement des factures,,"resources/views/PaymentInvoiceToPay.xml:15
resources/views/PaymentInvoiceToPay.xml:5"
Payment vouchers,Les Saisies paiements,,"resources/views/menu.xml:193
resources/views/menu.xml:158
resources/views/menu.xml:181
resources/views/menu.xml:169
resources/views/PaymentVoucher.xml:6
resources/views/menu.xml:205
resources/views/menu.xml:155"
Payments,Paiements,,"resources/views/menu.xml:794
resources/views/menu.xml:151"
Payments by IPO and IPO Cheque,Paiement par TIP et TIP chèque,,resources/views/AccountConfig.xml:112
Payments by IPO and IPO Cheque configuration,Paiements par TIP et par TIP-chèque,,resources/views/AccountingBatch.xml:42
Payments by IPO et IPO cheque,Paiement par TIP et TIP chèque,,resources/views/Selects.xml:131
Payments rejects by IPO and IPO Cheque,Rejets paiement par TIP et TIP chèque,,resources/views/AccountConfig.xml:116
Percentage,Pourcentage,,resources/domains/MoveTemplateLine.xml:14
Period,Période,,resources/views/charts.xml:473
Periodical processing,Traitements Périodiques,,resources/views/menu.xml:213
Periods,Périodes comptables,,"resources/views/menu.xml:401
resources/views/menu.xml:404"
Please clear all existing periods before generating new ones,Veuillez supprimer toutes les périodes générées pour en saisir des nouvelles.,,resources/views/Year.xml:45
Please close this notebook to go back to the payment voucher. Please refresh the payment voucher to see the changes.,Vous pouvez fermer cet onglet et revenir sur la saisie paiement. Pensez à actualiser la saisie paiement.,,resources/views/Paybox.xml:12
Please input values between 1 to 100,Veuillez saisir des valeur comprise entre 1 et 100.,,resources/views/MoveTemplateLine.xml:41
Please select 'Draft' or 'Simulated' moves,Veuillez sélectionner des écritures au statut 'Brouillon' ou 'Simulées'.,,java/com/axelor/apps/account/db/IMove.java:22
Postal addresses,Les adresses postales,,resources/views/Partner.xml:77
Print,Imprimer,,"resources/views/Invoice.xml:25
resources/views/Invoice.xml:170
resources/views/MoveLineReport.xml:39
resources/views/Irrecoverable.xml:31
resources/views/Invoice.xml:179
resources/views/Invoice.xml:33"
Print Informations,Imprimer informations,,resources/views/Partner.xml:12
Print invoices,Imprimer factures,,resources/views/Invoice.xml:10
Print receipt,Imprimer reçu,,resources/views/PaymentVoucher.xml:36
Print settings,Paramètres d'impression,,resources/views/Irrecoverable.xml:29
Printing informations,Information d'impression,,resources/views/MoveLineReport.xml:59
Product,Produit,,"resources/domains/MoveTemplateLine.xml:12
resources/views/AccountManagement.xml:26
resources/views/Selects.xml:93"
Product Category,Catégorie produit,,resources/views/charts.xml:209
Provision,Provision,,resources/views/Selects.xml:30
Purchase Entries,Lignes Ecritures Achat,,resources/views/MoveLine.xml:165
Purchase Invoice,Facture d'achat,,resources/views/menu.xml:762
Purchase Invoice Db,Tb Facture d'achat,,"resources/views/menu.xml:768
resources/views/menu.xml:765"
Purchases,Achats,,resources/views/menu.xml:66
RIB,RIB,,resources/views/BankDetails.xml:24
Reason,Motif,,resources/views/Reimbursement.xml:27
Receivable,Clients,,resources/views/Selects.xml:31
Receivables recovery,Recouvrement créances,,resources/views/AccountConfig.xml:65
Recent reimbursements,Remboursements récents,,resources/views/Reimbursement.xml:57
Recent rejects,Rejets récents,,resources/views/ChequeRejection.xml:79
Reconcilations,Réconciliations,,"resources/views/menu.xml:220
resources/views/menu.xml:217"
Reconcile,Réconciliations,,"resources/views/Reconcile.xml:29
resources/views/Reconcile.xml:6
resources/views/Reconcile.xml:18"
Reconcile filters,Filtre Réconciliations,,resources/views/Reconcile.xml:56
Reconcile list,Liste des réconciliations,,"resources/views/MoveLine.xml:59
resources/views/Move.xml:68
resources/views/MoveLine.xml:105"
Reference documents,Documents de référence,,resources/views/Invoice.xml:57
Refund,Avoir,,resources/views/Invoice.xml:74
Reimbursed,Remboursé,,resources/views/Selects.xml:40
Reimbursement,Remboursement,,"resources/views/Selects.xml:128
resources/views/AccountConfig.xml:70
resources/views/Reimbursement.xml:14"
Reimbursement Batch,Batch remboursements,,resources/views/AccountingBatch.xml:68
Reimbursement Export,Export des remboursements,,resources/views/Selects.xml:138
Reimbursement configuration,Configuration de remboursement,,resources/views/AccountingBatch.xml:23
Reimbursement details,Détails remboursement,,resources/views/Reimbursement.xml:21
Reimbursement emails,Emails de remboursement,,"resources/views/menu.xml:564
resources/views/menu.xml:561"
Reimbursement filters,Filtres remboursements,,resources/views/Reimbursement.xml:56
Reimbursement mails,Courriers de remboursement,,"resources/views/menu.xml:612
resources/views/menu.xml:609"
Reimbursement ongoing,En cours de remboursement,,resources/views/Selects.xml:39
Reimbursement rejects,Rejets de remboursement,,resources/views/AccountConfig.xml:79
Reimbursements,Remboursements,,"resources/views/menu.xml:350
resources/views/Reimbursement.xml:6
resources/views/menu.xml:347
resources/views/AccountConfig.xml:71"
Reject,Rejet,,"resources/views/Invoice.xml:116
resources/views/Selects.xml:89"
Reject Information,Information de rejet,,"resources/views/ChequeRejection.xml:42
resources/views/Reimbursement.xml:40"
Reject emails,Emails de rejet,,"resources/views/menu.xml:573
resources/views/menu.xml:576"
Reject to pay,Rejet à payer,,resources/views/PaymentVoucher.xml:48
Reject/Return reason codes,Listes des codes motifs de rejet/retour ,,"resources/views/menu.xml:537
resources/views/menu.xml:540"
Rejected Reimbursements Import,Import des rejets de remboursements,,resources/views/Selects.xml:139
Rejected Schedule lines,Echéanciers rejetés,,resources/views/PaymentScheduleLine.xml:77
Rejected reimbursements,Remboursements rejetés,,resources/views/Reimbursement.xml:60
Rejects of cheques,Rejets de chèques,,"resources/views/menu.xml:261
resources/views/menu.xml:258"
Rejects over past 30 days,Rejets de plus de 30 jrs.,,resources/views/ChequeRejection.xml:82
Reminder,Relance,,"resources/views/Selects.xml:130
resources/views/Selects.xml:88"
Reminder Batch,Batch Relances,,resources/views/AccountingBatch.xml:70
Reminder blocking,Blocage relance,,resources/views/Invoice.xml:100
Reminder configuration,Configuration des relances,,resources/views/AccountingBatch.xml:39
Reminder content,Contenu des relances,,resources/views/ReminderHistory.xml:37
Reminder emails,Emails de relance,,"resources/views/menu.xml:552
resources/views/menu.xml:549"
Reminder history,Historique des relances,,resources/views/ReminderHistory.xml:21
Reminder level,Niveau de relance,,"resources/views/ReminderLevel.xml:12
resources/views/ReminderMethodLine.xml:13"
Reminder levels,Niveaux de relance,,"resources/views/ReminderLevel.xml:6
resources/views/menu.xml:326
resources/views/menu.xml:323"
Reminder mail models,Modèles de courrier de relance,,"resources/views/menu.xml:336
resources/views/menu.xml:333"
Reminder mails,Courriers de relance,,"resources/views/menu.xml:600
resources/views/menu.xml:597"
Reminder method,Méthode de relance,,resources/views/ReminderMethod.xml:9
Reminder method configuration line,Ligne de configuration de la méthode de relance,,resources/views/ReminderConfigLine.xml:11
Reminder method configuration lines,Lignes de configuration de la méthode de relance,,resources/views/ReminderConfigLine.xml:6
Reminder method line,Ligne de la méthode de relance,,resources/views/ReminderMethodLine.xml:12
Reminder method lines,Lignes de la méthode de relance,,resources/views/ReminderMethodLine.xml:5
Reminder methods,Méthodes de relance,,"resources/views/menu.xml:313
resources/views/ReminderMethod.xml:5
resources/views/menu.xml:316"
Reminder process,Processus de relance,,"resources/views/AccountingSituation.xml:49
resources/views/AccountingSituation.xml:24"
Reminder settings,Paramétrage relances,,resources/views/ReminderHistory.xml:22
ReminderLevel,Niveau de relance,,resources/views/ReminderMethodLine.xml:15
Reminders history,Historique des relances,,"resources/views/ReminderHistory.xml:42
resources/views/ReminderHistory.xml:6
resources/views/menu.xml:300
resources/views/ReminderHistory.xml:54
resources/views/menu.xml:303"
Report execution,Exécuter le rapport,,resources/views/Irrecoverable.xml:25
Reported balance,A nouveau,,"resources/views/ReportedBalance.xml:9
resources/views/Partner.xml:125
resources/views/Partner.xml:120"
Reported balance line,Ligne de report à nouveau,,"resources/views/Partner.xml:132
resources/views/ReportedBalance.xml:17
resources/views/ReportedBalanceLine.xml:10"
Reported balance lines,Les Lignes de reports à nouveaux,,"resources/views/ReportedBalance.xml:13
resources/views/ReportedBalanceLine.xml:5
resources/views/Partner.xml:128"
Reported balance list,Liste de report à nouveau,,resources/views/ReportedBalance.xml:5
Reported balances,A nouveaux,,resources/views/Partner.xml:122
Reporting,Rapport,,resources/views/IrrecoverableReportLine.xml:10
Reportings,Rapports,,resources/views/IrrecoverableReportLine.xml:5
Reportings/Exports,Rapports / Exports,,resources/views/menu.xml:534
Revenue,Revenu,,"resources/views/charts.xml:232
resources/views/charts.xml:210"
Revenue Generated by Geographical Region,Revenu généré par région géographique,,resources/views/charts.xml:213
Revenues vs Expenses,Produits vs Charges,,"resources/views/portal.xml:154
resources/views/charts.xml:469"
Reverse,Extourner,,resources/views/Move.xml:23
Run,Lancer,,resources/views/InvoiceBatch.xml:44
Run export again,Rejouer l'export,,resources/views/MoveLineReport.xml:109
Unique Mandate Reference,Référence unique de mandat,,resources/views/Rum.xml:16
Unique Mandate References,Références uniques de mandat,,resources/views/Rum.xml:6
SEPA Direct Debit,Prélèvement SEPA,,resources/views/Partner.xml:140
MoveLine content data input,Saisie des données d'écriture,,"resources/views/MoveTemplate.xml:57
resources/views/MoveTemplate.xml:51
resources/views/MoveTemplate.xml:50"
Sale Entries,Lignes Ecritures Vente,,resources/views/MoveLine.xml:156
Sales,Vente,,"resources/views/menu.xml:36
resources/views/Partner.xml:153"
Sales Invoice,Facture de vente,,resources/views/menu.xml:743
Sales Invoice Db 1,Tb Facture de vente 1,,"resources/views/menu.xml:746
resources/views/menu.xml:749"
Sales Invoice Db 2,Tb Facture de vente 2,,"resources/views/menu.xml:757
resources/views/menu.xml:754"
Schedule line,Échéance,,"resources/views/PaymentScheduleLine.xml:53
resources/views/PaymentScheduleLine.xml:22"
Schedule lines,Échéances,,"resources/views/PaymentScheduleLine.xml:7
resources/views/PaymentScheduleLine.xml:41"
Schedule lines created from reject,Echéanciers créés à partir rejet,,resources/views/PaymentScheduleLine.xml:80
Schedule meeting,Planifier Rendez-vous,,resources/views/Partner.xml:18
Search,Recherche,,"resources/views/MoveLineReport.xml:95
resources/views/MoveLineReport.xml:38
resources/views/MoveLineReport.xml:106"
Send email,Envoyer email,,"resources/views/Invoice.xml:34
resources/views/Partner.xml:11
resources/views/Invoice.xml:26"
Settings,Configurations,,resources/views/Partner.xml:104
Shift to irrecoverable,Passage en irrécouvrable,,"resources/views/Irrecoverable.xml:36
resources/views/MoveLine.xml:56
resources/views/MoveLine.xml:102
resources/views/menu.xml:248
resources/views/menu.xml:251
resources/views/AccountConfig.xml:56
resources/views/Invoice.xml:86"
Shift to irrecoverablePassage en irrécouvrable,Passage en irrécouvrable,,resources/views/PaymentSchedule.xml:48
Shifted as irrecoverable,Passé en irrécouvrable,,resources/views/Selects.xml:118
Show invoices,Voir factures associées,,resources/views/Partner.xml:101
Show move lines,Lignes d'écriture,,resources/views/PaymentVoucher.xml:35
Show projects,Voir Projets,,resources/views/Partner.xml:146
Simulated,Simulée,,resources/views/Selects.xml:77
Simulated Moves,Ecritures Simulées,,resources/views/Move.xml:170
Situation,,,"resources/views/charts.xml:817
resources/views/charts.xml:993
resources/views/charts.xml:905"
Sort Code,Code guichet,,resources/views/BankDetails.xml:26
Special,Spéciaux,,resources/views/Selects.xml:32
Status,Statut,,"resources/views/Selects.xml:123
resources/views/BankStatement.xml:30
resources/views/Invoice.xml:197
resources/views/BankStatement.xml:29"
Subscription dates,Date d'abonnement,,resources/views/Invoice.xml:44
Subtype,Sous type,,resources/views/Selects.xml:11
Suppl. Invoices,Factures Fournisseurs,,"resources/views/menu.xml:712
resources/views/menu.xml:69
resources/views/menu.xml:72
resources/views/menu.xml:709"
Suppl. Refunds,Avoirs Fournisseurs,,"resources/views/menu.xml:720
resources/views/menu.xml:82
resources/views/menu.xml:85
resources/views/menu.xml:723"
Supplier,Fournisseur,,"resources/views/Selects.xml:208
resources/views/Selects.xml:106"
Supplier Payments,Paiements fourn.,,"resources/views/menu.xml:808
resources/views/menu.xml:811"
Supplier invoices filters,Filtre factures fournisseurs,,resources/views/Invoice.xml:381
Supplier payments,Règlements Fournisseurs,,resources/views/PaymentVoucher.xml:237
Supplier purchase,Achat fournisseur,,resources/views/Selects.xml:99
Supplier refund,Avoir fournisseur,,resources/views/Selects.xml:100
Supplier refunds,Remboursements Fournisseurs,,resources/views/PaymentVoucher.xml:246
Supplier refunds filters,Filtres Rmbt Fournisseurs,,resources/views/Invoice.xml:399
Supplier's Invoices Due,Factures fournisseurs échues,,resources/views/portal.xml:127
Tax,TVA,,"resources/views/Tax.xml:6
resources/views/Tax.xml:11
resources/views/AccountManagement.xml:57
resources/views/Selects.xml:33
resources/views/Selects.xml:94
resources/views/AccountManagement.xml:29"
Tax Line,Ligne de TVA,,resources/views/InvoiceLineTax.xml:14
Tax Lines,Les lignes de TVA,,resources/views/InvoiceLineTax.xml:6
Tax Rate,Taux de TVA,,resources/views/TaxLine.xml:11
Tax Rates,Historique taux de TVA,,resources/views/TaxLine.xml:5
Tax accounting configuration,Configuration de compte de TVA,,resources/views/TaxAccount.xml:10
Tax accounting configurations,Configurations de compte de TVA,,resources/views/TaxAccount.xml:5
Tax equivalence,Equivalence de taxe,,resources/views/TaxEquiv.xml:11
Tax informations,Informations sur taxes,,resources/views/InvoiceLine.xml:29
Tax payment,Paiement taxes,,resources/views/AccountConfig.xml:59
Tax rate,Les lignes de TVA,,resources/views/Tax.xml:23
Tax rate lines,Ligne de TVA,,resources/views/Tax.xml:18
Tax rate list,Liste des taux de TVA,,resources/views/Tax.xml:15
Taxes equivalences,Equivalences de taxe,,resources/views/TaxEquiv.xml:6
Template,Modèle,,resources/views/MoveTemplate.xml:49
The Move Balance must be positive,La balance doit être positive.,,resources/views/MoveTemplate.xml:73
The account is associated to another company. Please make sure to select the right account in the company chart before changing the company.,Le compte est associé à un plan comptable d'une autre société. Veuillez sélectionner le bon compte dans la société active actuellement avant de changer d'entreprise.,,resources/views/TaxAccount.xml:20
The parent is associated to another company. Please make sure to select the right parent in the company chart before changing the company.,Le compte parent est associé à une autre société. Veuillez vous assurez de sélectionner le bon compte parent dans le plan de compte avant de modifier la société.,,resources/views/Account.xml:43
The payer doesn't have email attached. Please input/provide the email to use.,Le tiers payeur ne possède pas d'email. Veuillez préciser l'email à utiliser,,resources/views/PaymentVoucher.xml:74
The sale account or the purchase account are associated to another company. Please make sure to select the right account in the company chart before changing the company.,Le compte de vente ou d'achat est associé à une entreprise differente. Veuillez vous assurer de sélectionner le bon compte associé au plan de compte de la société en cours avant de modifier la société.,,"resources/views/AccountManagement.xml:99
resources/views/AccountManagement.xml:98"
The sale account or the purchase account or the cash account are associated to another company. Please make sure to select the right account in the company chart before changing the company.,Le compte de vente ou d'achat ou de banque est associé à une entreprise differente. Veuillez vous assurer de sélectionner le bon compte associé au plan de compte de la société en cours avant de modifier la société.,,resources/views/AccountManagement.xml:100
Partner to Debit,Tiers à Créditer,,"resources/views/MoveTemplate.xml:61
resources/views/MoveTemplate.xml:55"
Partner to Credit,Tiers à Débiter,,"resources/views/MoveTemplate.xml:60
resources/views/MoveTemplate.xml:54"
To Date,à,,resources/views/charts.xml:179
"To generate periods, please fill in the Period duration.","Pour générer les périodes, veuillez remplir la durée de chaque période (en mois).",,resources/views/Year.xml:44
"To generate periods, please fill in the limits of the fiscal year.","Pour générer les périodes, veuillez remplir les dates de début et de fin de l'année fiscale.",,resources/views/Year.xml:43
To pay,A payer,,resources/views/PaymentVoucher.xml:40
To shift as irrecoverable,A passer en irrécouvrable,,resources/views/Selects.xml:117
To validate,A valider,,resources/views/Selects.xml:168
Total Product Qty sold history by month by category,Nbre total de produits vendus par mois par catégorie,,"resources/views/portal.xml:92
resources/views/charts.xml:117"
Total Revenue Distribution by Product,Répartition CA facturé par produit,,"resources/views/charts.xml:176
resources/views/portal.xml:98"
Total Revenue Generated By Geo Region,Répartition CA facturé par pays,,resources/views/portal.xml:104
Totals,Totaux,,"resources/views/Invoice.xml:200
resources/views/Invoice.xml:140"
Transfer,Transfert,,resources/views/Selects.xml:197
TurnOver,CA,,"resources/views/charts.xml:111
resources/views/charts.xml:51"
Turnover On Supplier Invoices On Last 12 Month,Montant produits achetés (facturés) sur 12 mois,,"resources/views/portal.xml:113
resources/views/charts.xml:287"
Type,Type,,"resources/views/Selects.xml:10
resources/domains/MoveTemplate.xml:11
resources/views/MoveTemplate.xml:46"
Units,Unités,,"resources/views/charts.xml:360
resources/views/charts.xml:332
resources/views/charts.xml:282"
Unpaid,Factures Impayées,,"resources/views/Invoice.xml:409
resources/views/Invoice.xml:391
resources/views/Invoice.xml:349
resources/views/Invoice.xml:373"
Unpaid Due,Factures non soldées,,"resources/views/Invoice.xml:352
resources/views/Invoice.xml:394
resources/views/Invoice.xml:376
resources/views/Invoice.xml:412"
Unpaid Supplier's Invoices,Factures fournisseurs à régler,,resources/views/portal.xml:121
Unpaid invoices,Facture impayées,,resources/views/Partner.xml:174
Unreconcile,Déréconcilier,,resources/views/Reconcile.xml:30
Update,Mise à jour,,resources/views/AccountingBatch.xml:49
Update customer account,Màj Compte client,,resources/views/Selects.xml:133
V.A.T.,T.V.A.,,"resources/views/menu.xml:465
resources/views/menu.xml:468"
VAT Statement,Etat TVA,,resources/views/Selects.xml:65
Valid ?,Est valide ?,,"resources/domains/MoveTemplate.xml:14
resources/domains/MoveTemplateLine.xml:17"
Validate,Valider,,"resources/views/Invoice.xml:130
resources/views/Move.xml:7
resources/views/Move.xml:87
resources/views/PaymentVoucher.xml:77
resources/views/PaymentSchedule.xml:41
resources/views/Selects.xml:169
resources/views/Reimbursement.xml:34
resources/views/Selects.xml:162"
Validate account clearances,Valider l'apurement des comptes,,resources/views/AccountClearance.xml:30
Validate reject,Valider le rejet,,resources/views/ChequeRejection.xml:48
Validated,Validé,,"resources/views/Selects.xml:213
resources/views/BankStatement.xml:31
resources/views/Invoice.xml:385
resources/views/Selects.xml:78
resources/views/Invoice.xml:367
resources/views/Invoice.xml:403
resources/views/Invoice.xml:343"
Validated Moves,Ecritures Validées,,resources/views/Move.xml:173
Ventilate,Ventiler,,"resources/views/Invoice.xml:131
resources/views/Selects.xml:163"
